modName,chromsome,modStart,modEnd,width,strand,HEK293_abacm,HEK293_sysy,A549,CD8T,HeLa,MOLM13
m6A_63040,chr17,5287139,5287140,1,+,1,0,1,1,1,1
m6A_63041,chr17,5287317,5287318,1,+,1,0,0,0,0,0
m6A_63042,chr17,5287707,5287708,1,+,1,0,0,0,0,0
m6A_63043,chr17,5287917,5287918,1,+,1,0,0,0,1,0
m6A_63044,chr17,5290327,5290328,1,-,1,0,0,0,0,0
m6A_63045,chr17,53040776,53040777,1,-,1,0,0,0,0,0
m6A_63046,chr17,5319909,5319910,1,-,1,0,1,0,1,0
m6A_63047,chr17,5336130,5336131,1,-,1,0,0,0,0,0
m6A_63048,chr17,5336261,5336262,1,-,1,0,0,0,0,1
m6A_63049,chr17,5336274,5336275,1,-,1,0,0,0,0,0
m6A_63050,chr17,5336283,5336284,1,-,1,0,0,0,0,0
m6A_63051,chr17,5341479,5341480,1,-,1,0,0,0,0,0
m6A_63052,chr17,5347352,5347353,1,-,1,0,1,1,1,1
m6A_63053,chr17,5347478,5347479,1,-,1,0,0,0,0,1
m6A_63054,chr17,5377645,5377646,1,-,1,0,0,0,0,0
m6A_63055,chr17,5377774,5377775,1,-,1,0,1,0,1,0
m6A_63056,chr17,5392692,5392693,1,+,1,0,0,1,1,1
m6A_63057,chr17,5392849,5392850,1,+,1,0,1,1,1,0
m6A_63058,chr17,5392867,5392868,1,+,1,0,1,0,1,0
m6A_63059,chr17,55183513,55183514,1,+,1,0,0,0,0,0
m6A_63060,chr17,55191955,55191956,1,+,1,0,0,0,0,0
m6A_63061,chr17,55197756,55197757,1,+,1,0,0,0,0,0
m6A_63062,chr17,56060634,56060635,1,-,1,0,0,0,0,0
m6A_63063,chr17,56082754,56082755,1,-,1,0,0,0,0,0
m6A_63064,chr17,56084388,56084389,1,-,1,0,0,0,0,0
m6A_63065,chr17,56084854,56084855,1,+,1,0,0,0,0,0
m6A_63066,chr17,56166761,56166762,1,+,1,0,1,0,1,0
m6A_63067,chr17,56423441,56423442,1,-,1,0,0,0,1,0
m6A_63068,chr17,56423526,56423527,1,-,1,1,0,1,1,0
m6A_63069,chr17,57288808,57288809,1,+,1,0,0,1,1,0
m6A_63070,chr17,57682915,57682916,1,+,1,0,1,0,1,1
m6A_63071,chr17,57738877,57738878,1,+,1,0,0,0,0,0
m6A_63072,chr17,57746167,57746168,1,+,1,0,0,0,0,0
m6A_63073,chr17,57760131,57760132,1,+,1,0,0,0,0,0
m6A_63074,chr17,57763094,57763095,1,+,1,0,0,0,0,0
m6A_63075,chr17,57771482,57771483,1,+,1,0,0,0,0,0
m6A_63076,chr17,57774783,57774784,1,-,1,0,1,0,0,0
m6A_63077,chr17,57774808,57774809,1,-,1,0,1,1,1,1
m6A_63078,chr17,57775118,57775119,1,-,1,1,1,0,1,0
m6A_63079,chr17,58024355,58024356,1,+,1,1,0,1,1,1
m6A_63080,chr17,58024856,58024857,1,+,1,0,0,0,0,0
m6A_63081,chr17,58030212,58030213,1,-,1,0,0,0,0,0
m6A_63082,chr17,58118850,58118851,1,-,1,0,0,0,0,0
m6A_63083,chr17,58120752,58120753,1,-,1,0,0,0,0,0
m6A_63084,chr17,58123517,58123518,1,-,1,0,0,0,0,0
m6A_63085,chr17,58256721,58256722,1,-,1,0,1,0,1,0
m6A_63086,chr17,58525133,58525134,1,-,1,0,1,0,1,0
m6A_63087,chr17,58590823,58590824,1,+,1,0,0,0,0,0
m6A_63088,chr17,58740608,58740609,1,+,1,0,0,0,1,0
m6A_63089,chr17,58740643,58740644,1,+,1,0,0,0,1,0
m6A_63090,chr17,58740703,58740704,1,+,1,0,1,1,1,0
m6A_63091,chr17,59147647,59147648,1,+,1,0,0,0,0,0
m6A_63092,chr17,60088340,60088341,1,-,1,0,0,0,0,0
m6A_63093,chr17,6024214,6024215,1,+,1,0,0,0,0,0
m6A_63094,chr17,61771048,61771049,1,+,1,0,0,0,0,0
m6A_63095,chr17,61771132,61771133,1,+,1,0,0,0,0,0
m6A_63096,chr17,61771143,61771144,1,+,1,0,0,0,0,0
m6A_63097,chr17,61780821,61780822,1,-,1,0,1,0,1,0
m6A_63098,chr17,61823778,61823779,1,-,1,0,0,0,0,0
m6A_63099,chr17,61823828,61823829,1,-,1,0,1,1,1,0
m6A_63100,chr17,61829773,61829774,1,-,1,0,0,0,0,0
m6A_63101,chr17,61843384,61843385,1,-,1,0,0,0,0,0
m6A_63102,chr17,618497,618498,1,+,1,0,0,0,0,0
m6A_63103,chr17,61895168,61895169,1,+,1,1,1,0,1,0
m6A_63104,chr17,61896945,61896946,1,-,1,0,0,1,1,1
m6A_63105,chr17,61907526,61907527,1,+,1,0,0,0,0,0
m6A_63106,chr17,61908727,61908728,1,+,1,0,0,0,0,0
m6A_63107,chr17,61910013,61910014,1,-,1,0,0,0,0,0
m6A_63108,chr17,62495976,62495977,1,-,1,0,0,0,0,0
m6A_63109,chr17,62496223,62496224,1,-,1,0,0,0,0,0
m6A_63110,chr17,62496332,62496333,1,-,1,0,0,0,0,0
m6A_63111,chr17,62496341,62496342,1,-,1,0,0,0,1,0
m6A_63112,chr17,62496356,62496357,1,-,1,0,0,0,1,0
m6A_63113,chr17,62496909,62496910,1,-,1,0,0,0,0,0
m6A_63114,chr17,62496969,62496970,1,-,1,0,0,0,0,0
m6A_63115,chr17,62497740,62497741,1,-,1,0,0,0,0,1
m6A_63116,chr17,62499108,62499109,1,-,1,0,0,0,0,0
m6A_63117,chr17,62528417,62528418,1,+,1,0,0,0,0,0
m6A_63118,chr17,62533945,62533946,1,+,1,0,0,0,0,0
m6A_63119,chr17,644659,644660,1,+,1,0,0,0,1,1
m6A_63120,chr17,648552,648553,1,-,1,0,0,0,0,0
m6A_63121,chr17,650128,650129,1,-,1,1,1,1,1,0
m6A_63122,chr17,65103475,65103476,1,-,1,0,0,0,1,0
m6A_63123,chr17,65337005,65337006,1,-,1,0,0,0,0,0
m6A_63124,chr17,6556032,6556033,1,+,1,0,0,0,0,0
m6A_63125,chr17,65739997,65739998,1,+,1,0,0,1,1,1
m6A_63126,chr17,65941834,65941835,1,+,1,0,0,0,0,0
m6A_63127,chr17,66042863,66042864,1,+,1,0,0,0,0,0
m6A_63128,chr17,663180,663181,1,-,1,0,0,0,0,0
m6A_63129,chr17,6917727,6917728,1,+,1,1,0,0,0,1
m6A_63130,chr17,695292,695293,1,+,1,0,0,0,1,0
m6A_63131,chr17,695311,695312,1,+,1,0,0,0,0,0
m6A_63132,chr17,695572,695573,1,+,1,0,0,0,0,0
m6A_63133,chr17,703503,703504,1,-,1,0,0,0,0,0
m6A_63134,chr17,704113,704114,1,-,1,0,0,0,0,0
m6A_63135,chr17,71203840,71203841,1,-,1,0,0,0,0,0
m6A_63136,chr17,71204170,71204171,1,-,1,0,1,1,1,1
m6A_63137,chr17,71232008,71232009,1,+,1,0,0,0,0,0
m6A_63138,chr17,71232240,71232241,1,+,1,1,0,0,1,1
m6A_63139,chr17,71233042,71233043,1,+,1,0,1,0,0,0
m6A_63140,chr17,71281443,71281444,1,-,1,0,1,0,0,0
m6A_63141,chr17,7130997,7130998,1,-,1,0,0,0,0,0
m6A_63142,chr17,7133433,7133434,1,-,1,0,0,0,0,0
m6A_63143,chr17,7139128,7139129,1,-,1,0,0,0,0,0
m6A_63144,chr17,7139791,7139792,1,-,1,0,0,0,0,0
m6A_63145,chr17,7147213,7147214,1,-,1,1,0,0,0,1
m6A_63146,chr17,7163003,7163004,1,+,1,0,0,0,0,0
m6A_63147,chr17,7214729,7214730,1,+,1,0,0,0,0,0
m6A_63148,chr17,7215171,7215172,1,+,1,0,0,0,0,0
m6A_63149,chr17,7215546,7215547,1,+,1,0,0,0,0,0
m6A_63150,chr17,7215558,7215559,1,+,1,0,0,0,0,0
m6A_63151,chr17,7215568,7215569,1,+,1,0,0,0,0,0
m6A_63152,chr17,7219169,7219170,1,-,1,0,0,0,0,0
m6A_63153,chr17,72200293,72200294,1,+,1,0,0,0,0,0
m6A_63154,chr17,72205425,72205426,1,+,1,0,0,0,0,0
m6A_63155,chr17,72205987,72205988,1,+,1,1,0,0,0,1
m6A_63156,chr17,72764868,72764869,1,+,1,0,0,0,0,0
m6A_63157,chr17,72834539,72834540,1,+,1,0,0,0,0,0
m6A_63158,chr17,73017159,73017160,1,+,1,0,0,0,0,0
m6A_63159,chr17,73059925,73059926,1,+,1,0,0,0,0,0
m6A_63160,chr17,7306443,7306444,1,-,1,0,0,0,0,0
m6A_63161,chr17,73125288,73125289,1,+,1,0,0,0,0,0
m6A_63162,chr17,73125712,73125713,1,+,1,0,1,0,0,0
m6A_63163,chr17,73126390,73126391,1,-,1,0,0,0,1,0
m6A_63164,chr17,73131549,73131550,1,-,1,0,0,0,0,0
m6A_63165,chr17,73132144,73132145,1,-,1,0,0,0,0,0
m6A_63166,chr17,73132335,73132336,1,-,1,0,0,0,0,0
m6A_63167,chr17,7319116,7319117,1,+,1,0,1,0,1,0
m6A_63168,chr17,7320876,7320877,1,+,1,0,0,0,0,0
m6A_63169,chr17,7321856,7321857,1,+,1,0,0,0,0,0
m6A_63170,chr17,73234169,73234170,1,-,1,0,1,1,0,0
m6A_63171,chr17,73259532,73259533,1,+,1,0,0,0,0,0
m6A_63172,chr17,73261869,73261870,1,+,1,0,0,0,0,1
m6A_63173,chr17,73262246,73262247,1,+,1,0,0,0,0,0
m6A_63174,chr17,73262350,73262351,1,+,1,0,0,0,1,0
m6A_63175,chr17,73269091,73269092,1,-,1,0,0,0,0,1
m6A_63176,chr17,73316344,73316345,1,-,1,0,0,0,0,1
m6A_63177,chr17,73658814,73658815,1,-,1,0,0,0,0,0
m6A_63178,chr17,73702686,73702687,1,+,1,0,1,1,1,0
m6A_63179,chr17,73774516,73774517,1,-,1,0,0,0,0,0
m6A_63180,chr17,73887227,73887228,1,-,1,0,0,0,0,0
m6A_63181,chr17,7402397,7402398,1,+,1,0,0,0,0,0
m6A_63182,chr17,74035183,74035184,1,-,1,0,0,0,0,0
m6A_63183,chr17,74035354,74035355,1,-,1,0,0,0,1,0
m6A_63184,chr17,74077232,74077233,1,-,1,0,1,0,0,0
m6A_63185,chr17,74077242,74077243,1,-,1,0,1,0,1,0
m6A_63186,chr17,74077445,74077446,1,-,1,0,0,0,0,0
m6A_63187,chr17,74077488,74077489,1,-,1,0,0,0,0,0
m6A_63188,chr17,74078566,74078567,1,-,1,0,0,0,0,0
m6A_63189,chr17,74078645,74078646,1,-,1,0,0,0,0,0
m6A_63190,chr17,7412868,7412869,1,+,1,0,0,0,0,0
m6A_63191,chr17,7417186,7417187,1,+,1,0,0,0,0,0
m6A_63192,chr17,74267229,74267230,1,+,1,0,1,0,0,0
m6A_63193,chr17,74385719,74385720,1,-,1,0,0,0,0,0
m6A_63194,chr17,74386145,74386146,1,-,1,0,1,0,0,0
m6A_63195,chr17,74386192,74386193,1,-,1,0,0,0,0,0
m6A_63196,chr17,74561305,74561306,1,+,1,1,0,0,0,0
m6A_63197,chr17,7466402,7466403,1,+,1,1,1,0,0,0
m6A_63198,chr17,7467067,7467068,1,+,1,1,0,0,0,0
m6A_63199,chr17,74729827,74729828,1,+,1,0,1,0,1,0
m6A_63200,chr17,74731196,74731197,1,-,1,0,0,0,0,0
m6A_63201,chr17,74733033,74733034,1,-,1,0,0,0,0,0
m6A_63202,chr17,74733186,74733187,1,-,1,0,0,0,0,0
m6A_63203,chr17,7478483,7478484,1,+,1,0,0,0,0,0
m6A_63204,chr17,7481157,7481158,1,+,1,0,0,0,0,0
m6A_63205,chr17,7481167,7481168,1,+,1,0,0,0,0,0
m6A_63206,chr17,7490954,7490955,1,+,1,0,0,0,0,0
m6A_63207,chr17,7496138,7496139,1,-,1,0,0,0,0,0
m6A_63208,chr17,75089472,75089473,1,+,1,0,0,0,0,0
m6A_63209,chr17,7592082,7592083,1,+,1,0,1,0,0,0
m6A_63210,chr17,76089097,76089098,1,+,1,0,0,0,0,0
m6A_63211,chr17,76168408,76168409,1,+,1,0,0,0,1,0
m6A_63212,chr17,76170273,76170274,1,-,1,0,0,0,0,0
m6A_63213,chr17,76170620,76170621,1,-,1,1,0,0,0,0
m6A_63214,chr17,76176388,76176389,1,-,1,0,0,0,0,0
m6A_63215,chr17,76203284,76203285,1,+,1,0,0,0,0,0
m6A_63216,chr17,76220489,76220490,1,+,1,0,0,0,0,0
m6A_63217,chr17,76220974,76220975,1,+,1,0,0,0,1,0
m6A_63218,chr17,76221035,76221036,1,+,1,0,1,0,1,0
m6A_63219,chr17,76988123,76988124,1,-,1,0,0,0,0,0
m6A_63220,chr17,76988463,76988464,1,-,1,0,1,0,1,0
m6A_63221,chr17,76988691,76988692,1,-,1,0,0,0,0,0
m6A_63222,chr17,76989515,76989516,1,-,1,0,0,0,0,0
m6A_63223,chr17,76989618,76989619,1,-,1,0,1,0,0,0
m6A_63224,chr17,76989740,76989741,1,-,1,0,0,0,0,0
m6A_63225,chr17,76993438,76993439,1,-,1,0,0,1,1,0
m6A_63226,chr17,76993775,76993776,1,-,1,0,0,0,0,0
m6A_63227,chr17,7760103,7760104,1,-,1,0,0,0,0,0
m6A_63228,chr17,7760108,7760109,1,-,1,0,0,0,0,0
m6A_63229,chr17,7760413,7760414,1,-,1,0,0,0,0,0
m6A_63230,chr17,7760417,7760418,1,-,1,0,0,0,0,0
m6A_63231,chr17,7762868,7762869,1,+,1,0,0,1,1,0
m6A_63232,chr17,77758023,77758024,1,+,1,0,0,0,0,0
m6A_63233,chr17,77759186,77759187,1,+,1,0,0,0,0,0
m6A_63234,chr17,77768905,77768906,1,-,1,0,0,0,0,0
m6A_63235,chr17,77807040,77807041,1,-,1,0,0,0,0,0
m6A_63236,chr17,77807161,77807162,1,-,1,0,1,0,1,0
m6A_63237,chr17,77807422,77807423,1,-,1,0,0,0,0,0
m6A_63238,chr17,77807493,77807494,1,-,1,0,0,0,1,0
m6A_63239,chr17,77808019,77808020,1,-,1,0,1,0,1,1
m6A_63240,chr17,77808027,77808028,1,-,1,0,0,0,0,0
m6A_63241,chr17,77808880,77808881,1,-,1,1,1,1,0,0
m6A_63242,chr17,77911157,77911158,1,-,1,0,0,0,0,0
m6A_63243,chr17,77913677,77913678,1,-,1,0,1,0,1,0
m6A_63244,chr17,77984095,77984096,1,-,1,0,0,0,0,0
m6A_63245,chr17,78093600,78093601,1,+,1,0,0,0,1,0
m6A_63246,chr17,78109837,78109838,1,-,1,0,0,0,0,0
m6A_63247,chr17,78226601,78226602,1,+,1,0,0,0,0,0
m6A_63248,chr17,78403988,78403989,1,+,1,0,0,0,1,0
m6A_63249,chr17,78429235,78429236,1,+,1,0,0,0,0,0
m6A_63250,chr17,78444243,78444244,1,-,1,0,0,0,0,0
m6A_63251,chr17,78939869,78939870,1,+,1,0,1,1,1,0
m6A_63252,chr17,78950652,78950653,1,+,1,0,0,0,0,0
m6A_63253,chr17,79083259,79083260,1,+,1,0,0,0,0,0
m6A_63254,chr17,79202552,79202553,1,-,1,0,0,0,0,0
m6A_63255,chr17,79214936,79214937,1,+,1,0,0,0,0,0
m6A_63256,chr17,79215063,79215064,1,+,1,0,0,0,1,0
m6A_63257,chr17,79218863,79218864,1,-,1,0,0,0,1,1
m6A_63258,chr17,79219589,79219590,1,-,1,1,1,0,1,1
m6A_63259,chr17,79219617,79219618,1,-,1,0,1,0,1,1
m6A_63260,chr17,79409516,79409517,1,+,1,1,0,0,0,0
m6A_63261,chr17,79410278,79410279,1,+,1,0,0,0,0,0
m6A_63262,chr17,79477210,79477211,1,-,1,0,0,0,0,1
m6A_63263,chr17,79477516,79477517,1,-,1,0,0,0,0,0
m6A_63264,chr17,79477533,79477534,1,-,1,0,0,0,0,1
m6A_63265,chr17,79477710,79477711,1,-,1,0,1,1,1,1
m6A_63266,chr17,79477714,79477715,1,-,1,0,0,0,1,0
m6A_63267,chr17,79477833,79477834,1,-,1,1,0,0,0,0
m6A_63268,chr17,79478019,79478020,1,-,1,0,0,0,0,0
m6A_63269,chr17,79478061,79478062,1,-,1,0,0,0,0,0
m6A_63270,chr17,79478464,79478465,1,-,1,0,0,0,0,0
m6A_63271,chr17,79478509,79478510,1,-,1,0,0,0,0,0
m6A_63272,chr17,79478554,79478555,1,-,1,1,1,0,0,1
m6A_63273,chr17,79479306,79479307,1,-,1,0,0,0,0,0
m6A_63274,chr17,79479348,79479349,1,-,1,0,0,0,0,1
m6A_63275,chr17,79514164,79514165,1,-,1,0,0,0,0,0
m6A_63276,chr17,79514254,79514255,1,-,1,0,0,0,0,1
m6A_63277,chr17,79517590,79517591,1,-,1,0,0,1,0,0
m6A_63278,chr17,79524174,79524175,1,-,1,1,0,0,0,1
m6A_63279,chr17,79524937,79524938,1,-,1,0,1,0,0,0
m6A_63280,chr17,79525842,79525843,1,-,1,1,0,0,0,1
m6A_63281,chr17,79526289,79526290,1,-,1,1,0,1,0,0
m6A_63282,chr17,79632360,79632361,1,-,1,0,0,0,1,0
m6A_63283,chr17,79632499,79632500,1,-,1,0,1,0,1,0
m6A_63284,chr17,79633110,79633111,1,-,1,0,1,0,1,0
m6A_63285,chr17,79634859,79634860,1,+,1,0,0,0,0,0
m6A_63286,chr17,79640446,79640447,1,+,1,0,0,0,0,1
m6A_63287,chr17,79674011,79674012,1,+,1,0,0,0,0,0
m6A_63288,chr17,79674285,79674286,1,+,1,1,0,0,0,0
m6A_63289,chr17,79674355,79674356,1,+,1,0,0,0,0,0
m6A_63290,chr17,79674412,79674413,1,+,1,0,0,0,1,1
m6A_63291,chr17,79674425,79674426,1,+,1,0,0,0,0,1
m6A_63292,chr17,79674488,79674489,1,+,1,0,0,0,0,0
m6A_63293,chr17,79679487,79679488,1,+,1,0,0,0,0,0
m6A_63294,chr17,79780629,79780630,1,-,1,0,0,0,0,0
m6A_63295,chr17,79780991,79780992,1,-,1,1,0,0,0,0
m6A_63296,chr17,79801070,79801071,1,-,1,0,0,0,0,0
m6A_63297,chr17,79801158,79801159,1,-,1,0,0,0,0,1
m6A_63298,chr17,79801352,79801353,1,-,1,0,0,0,0,1
m6A_63299,chr17,79801388,79801389,1,-,1,0,0,0,1,1
m6A_63300,chr17,79801424,79801425,1,-,1,0,0,0,1,1
m6A_63301,chr17,79801429,79801430,1,-,1,0,0,0,1,1
m6A_63302,chr17,79801515,79801516,1,-,1,0,0,0,0,1
m6A_63303,chr17,79801620,79801621,1,-,1,0,0,0,0,0
m6A_63304,chr17,79801893,79801894,1,-,1,0,0,0,1,1
m6A_63305,chr17,79803539,79803540,1,-,1,0,0,0,0,1
m6A_63306,chr17,79803787,79803788,1,-,1,0,0,0,0,0
m6A_63307,chr17,79804914,79804915,1,-,1,0,0,0,0,0
m6A_63308,chr17,79813141,79813142,1,-,1,0,0,0,0,0
m6A_63309,chr17,79813153,79813154,1,-,1,0,0,0,0,0
m6A_63310,chr17,79816775,79816776,1,-,1,0,0,0,0,0
m6A_63311,chr17,79817127,79817128,1,-,1,0,0,0,0,0
m6A_63312,chr17,79825906,79825907,1,-,1,1,0,0,0,1
m6A_63313,chr17,79826377,79826378,1,-,1,0,0,0,0,0
m6A_63314,chr17,79826706,79826707,1,-,1,1,0,0,0,1
m6A_63315,chr17,79826713,79826714,1,-,1,0,0,0,0,0
m6A_63316,chr17,79826721,79826722,1,-,1,0,0,0,0,0
m6A_63317,chr17,79826755,79826756,1,-,1,1,0,0,1,1
m6A_63318,chr17,79845980,79845981,1,-,1,0,0,0,0,0
m6A_63319,chr17,79846315,79846316,1,-,1,0,0,0,0,0
m6A_63320,chr17,79846446,79846447,1,-,1,0,0,0,0,1
m6A_63321,chr17,79852417,79852418,1,+,1,0,0,0,0,0
m6A_63322,chr17,79862641,79862642,1,-,1,0,0,0,0,0
m6A_63323,chr17,79869916,79869917,1,-,1,0,0,0,1,0
m6A_63324,chr17,79880497,79880498,1,-,1,0,0,0,0,0
m6A_63325,chr17,79880611,79880612,1,-,1,0,0,0,0,0
m6A_63326,chr17,79890559,79890560,1,-,1,0,0,0,1,1
m6A_63327,chr17,79890968,79890969,1,-,1,0,0,0,0,0
m6A_63328,chr17,79891171,79891172,1,-,1,0,0,0,0,0
m6A_63329,chr17,79990648,79990649,1,+,1,0,0,0,0,0
m6A_63330,chr17,79994113,79994114,1,-,1,0,0,0,0,0
m6A_63331,chr17,80013053,80013054,1,+,1,0,0,0,0,0
m6A_63332,chr17,80014628,80014629,1,+,1,0,0,0,0,0
m6A_63333,chr17,80015237,80015238,1,+,1,0,0,0,0,1
m6A_63334,chr17,80015885,80015886,1,-,1,0,0,0,0,0
m6A_63335,chr17,80015947,80015948,1,-,1,0,1,0,1,0
m6A_63336,chr17,80039203,80039204,1,-,1,0,0,0,0,0
m6A_63337,chr17,80042569,80042570,1,-,1,0,0,0,0,0
m6A_63338,chr17,80042778,80042779,1,-,1,0,0,0,0,0
m6A_63339,chr17,80043147,80043148,1,-,1,0,0,0,0,0
m6A_63340,chr17,80044372,80044373,1,-,1,0,0,0,0,1
m6A_63341,chr17,80054217,80054218,1,-,1,0,0,0,0,0
m6A_63342,chr17,80111800,80111801,1,-,1,0,0,0,0,0
m6A_63343,chr17,80200786,80200787,1,-,1,0,0,0,0,0
m6A_63344,chr17,80202383,80202384,1,-,1,1,0,0,0,0
m6A_63345,chr17,80202438,80202439,1,-,1,1,1,1,1,1
m6A_63346,chr17,80202490,80202491,1,-,1,0,1,0,1,0
m6A_63347,chr17,80202582,80202583,1,-,1,0,0,0,0,1
m6A_63348,chr17,80206773,80206774,1,-,1,0,0,0,0,0
m6A_63349,chr17,80401363,80401364,1,-,1,0,1,0,0,1
m6A_63350,chr17,80401540,80401541,1,-,1,0,1,0,0,0
m6A_63351,chr17,80422234,80422235,1,+,1,0,0,0,0,0
m6A_63352,chr17,80446122,80446123,1,+,1,0,0,0,0,0
m6A_63353,chr17,80545081,80545082,1,+,1,0,1,0,1,0
m6A_63354,chr17,80559495,80559496,1,+,1,0,1,1,1,0
m6A_63355,chr17,80559530,80559531,1,+,1,1,1,0,1,1
m6A_63356,chr17,80559568,80559569,1,+,1,0,0,0,0,0
m6A_63357,chr17,80559864,80559865,1,+,1,1,1,0,1,1
m6A_63358,chr17,80560075,80560076,1,+,1,1,1,1,1,1
m6A_63359,chr17,80560114,80560115,1,+,1,0,0,0,1,0
m6A_63360,chr17,80560171,80560172,1,+,1,0,0,0,0,0
m6A_63361,chr17,80573448,80573449,1,-,1,0,0,0,0,0
m6A_63362,chr17,80573749,80573750,1,-,1,0,0,0,0,0
m6A_63363,chr17,80579563,80579564,1,-,1,0,0,0,0,0
m6A_63364,chr17,80684895,80684896,1,+,1,0,0,0,0,0
m6A_63365,chr17,81043026,81043027,1,+,1,0,0,0,1,0
m6A_63366,chr17,81052319,81052320,1,+,1,0,0,0,0,1
m6A_63367,chr17,8109841,8109842,1,-,1,0,0,0,0,0
m6A_63368,chr17,8109925,8109926,1,-,1,0,0,0,0,0
m6A_63369,chr17,8172724,8172725,1,+,1,0,0,0,0,0
m6A_63370,chr17,8285503,8285504,1,-,1,0,0,0,0,0
m6A_63371,chr17,8286489,8286490,1,-,1,0,0,0,0,0
m6A_63372,chr17,8370678,8370679,1,+,1,0,0,0,0,0
m6A_63373,chr17,8377861,8377862,1,-,1,0,0,0,0,0
m6A_63374,chr17,8378063,8378064,1,-,1,0,0,0,0,0
m6A_63375,chr17,8812965,8812966,1,+,1,0,0,0,0,0
m6A_63376,chr17,28706,28707,1,+,0,1,0,0,0,0
m6A_63377,chr17,644871,644872,1,+,0,1,1,0,1,0
m6A_63378,chr17,644988,644989,1,+,0,1,0,0,0,0
m6A_63379,chr17,904387,904388,1,+,0,1,1,0,0,0
m6A_63380,chr17,904767,904768,1,+,0,1,1,0,1,0
m6A_63381,chr17,910786,910787,1,+,0,1,0,0,0,0
m6A_63382,chr17,934286,934287,1,+,0,1,0,0,0,0
m6A_63383,chr17,1733306,1733307,1,+,0,1,0,0,0,0
m6A_63384,chr17,1800666,1800667,1,+,0,1,0,0,0,1
m6A_63385,chr17,1921687,1921688,1,+,0,1,0,0,0,0
m6A_63386,chr17,2323321,2323322,1,+,0,1,0,0,0,0
m6A_63387,chr17,2916758,2916759,1,+,0,1,0,0,0,0
m6A_63388,chr17,3564139,3564140,1,+,0,1,0,0,0,0
m6A_63389,chr17,3868203,3868204,1,+,0,1,0,0,0,0
m6A_63390,chr17,4075830,4075831,1,+,0,1,0,0,0,0
m6A_63391,chr17,4614164,4614165,1,+,0,1,0,0,0,0
m6A_63392,chr17,5264609,5264610,1,+,0,1,1,0,1,0
m6A_63393,chr17,5264758,5264759,1,+,0,1,1,0,1,1
m6A_63394,chr17,5657133,5657134,1,+,0,1,0,0,0,0
m6A_63395,chr17,5983835,5983836,1,+,0,1,1,0,0,0
m6A_63396,chr17,6024077,6024078,1,+,0,1,0,0,0,0
m6A_63397,chr17,6024434,6024435,1,+,0,1,0,0,0,0
m6A_63398,chr17,6024503,6024504,1,+,0,1,0,0,0,0
m6A_63399,chr17,6024530,6024531,1,+,0,1,0,0,0,0
m6A_63400,chr17,6946410,6946411,1,+,0,1,0,0,0,0
m6A_63401,chr17,7125751,7125752,1,+,0,1,0,1,0,0
m6A_63402,chr17,7236881,7236882,1,+,0,1,0,0,0,0
m6A_63403,chr17,7318969,7318970,1,+,0,1,0,0,0,0
m6A_63404,chr17,7321467,7321468,1,+,0,1,0,0,0,0
m6A_63405,chr17,7466889,7466890,1,+,0,1,0,0,0,0
m6A_63406,chr17,7476145,7476146,1,+,0,1,0,0,0,0
m6A_63407,chr17,7481338,7481339,1,+,0,1,0,0,0,0
m6A_63408,chr17,7482148,7482149,1,+,0,1,0,0,0,0
m6A_63409,chr17,7493444,7493445,1,+,0,1,0,0,0,0
m6A_63410,chr17,7530786,7530787,1,+,0,1,0,0,0,0
m6A_63411,chr17,7612503,7612504,1,+,0,1,0,0,0,0
m6A_63412,chr17,7671315,7671316,1,+,0,1,0,0,0,0
m6A_63413,chr17,7752450,7752451,1,+,0,1,0,1,0,1
m6A_63414,chr17,8126293,8126294,1,+,0,1,0,0,0,0
m6A_63415,chr17,8135059,8135060,1,+,0,1,0,0,0,0
m6A_63416,chr17,8172556,8172557,1,+,0,1,0,0,0,0
m6A_63417,chr17,8199156,8199157,1,+,0,1,0,0,0,0
m6A_63418,chr17,8309163,8309164,1,+,0,1,0,0,0,0
m6A_63419,chr17,8389851,8389852,1,+,0,1,0,0,0,0
m6A_63420,chr17,8926408,8926409,1,+,0,1,0,0,0,0
m6A_63421,chr17,9143157,9143158,1,+,0,1,0,0,0,0
m6A_63422,chr17,9318466,9318467,1,+,0,1,0,0,0,0
m6A_63423,chr17,10537187,10537188,1,+,0,1,0,0,0,0
m6A_63424,chr17,11434814,11434815,1,+,0,1,0,0,0,0
m6A_63425,chr17,12044594,12044595,1,+,0,1,1,0,0,0
m6A_63426,chr17,13516566,13516567,1,+,0,1,0,0,0,0
m6A_63427,chr17,13641088,13641089,1,+,0,1,0,0,0,0
m6A_63428,chr17,13855645,13855646,1,+,0,1,0,0,0,0
m6A_63429,chr17,14736304,14736305,1,+,0,1,0,0,0,0
m6A_63430,chr17,15878099,15878100,1,+,0,1,1,0,1,0
m6A_63431,chr17,16120523,16120524,1,+,0,1,0,0,0,0
m6A_63432,chr17,16284404,16284405,1,+,0,1,0,0,0,0
m6A_63433,chr17,16310690,16310691,1,+,0,1,0,0,0,0
m6A_63434,chr17,16344567,16344568,1,+,0,1,0,0,0,0
m6A_63435,chr17,17068710,17068711,1,+,0,1,0,0,0,0
m6A_63436,chr17,17090688,17090689,1,+,0,1,0,0,0,0
m6A_63437,chr17,17090888,17090889,1,+,0,1,0,0,0,0
m6A_63438,chr17,17092092,17092093,1,+,0,1,0,0,0,0
